ORD,LGA,1901,2222,186
ORD,LGA,1857,2139,92
ORD,LGA,2007,2331,137
ORD,LGA,1859,2206,176
ORD,LGA,2133,0046,168
ORD,LGA,2053,0020,110
ORD,LGA,2042,2346,135
ORD,LGA,1756,2044,174
ORD,LGA,1754,2033,124
ORD,LGA,1758,2054,93
ORD,LGA,1752,2043,84
ORD,LGA,1747,2049,175
ORD,LGA,1750,2040,111
ORD,LGA,1748,2048,166
ORD,LGA,1752,2103,119
ORD,LGA,1756,2049,142
ORD,LGA,1751,2052,200
ORD,LGA,2116,0046,133
ORD,LGA,1837,2119,158
ORD,LGA,1808,2107,155
ORD,LGA,2056,2347,161
ORD,LGA,1754,2056,131
ORD,LGA,1753,2046,184
ORD,LGA,1750,2032,170
ORD,LGA,1756,2102,102
ORD,LGA,2012,2309,183
ORD,LGA,1804,2057,110
ORD,LGA,1822,2137,186
ORD,LGA,1754,2141,105
ORD,LGA,1801,2131,80
ORD,LGA,1826,2149,137
ORD,LGA,1751,2051,194
ORD,LGA,2002,2307,158
ORD,LGA,2019,2331,194
ORD,LGA,1752,2035,189
ORD,LGA,1736,2045,104
ORD,LGA,1740,2042,123
ORD,LGA,1735,2037,189
ORD,LGA,1733,2021,193
ORD,LGA,1730,2032,176
ORD,LGA,1815,2106,80
ORD,LGA,1729,2034,120
ORD,LGA,1733,2043,154
ORD,LGA,1731,2024,116
ORD,LGA,1730,2015,186
ORD,LGA,1730,2015,143
ORD,LGA,1740,2235,81
ORD,LGA,1734,2016,198
ORD,LGA,1732,2020,175
ORD,LGA,1756,2122,101
ORD,LGA,1740,2039,185
ORD,LGA,1743,2038,181
ORD,LGA,1730,2013,131
ORD,LGA,1724,2007,189
ORD,LGA,1732,2020,114
ORD,LGA,1855,2208,93
ORD,LGA,1731,2009,174
ORD,LGA,1733,2052,116
ORD,LGA,1752,2139,171
ORD,LGA,1727,2014,80
ORD,LGA,1826,2128,197
ORD,LGA,1818,2126,150
ORD,LGA,1853,2157,175
ORD,LGA,1903,2221,109
LGA,ORD,1817,2008,147
LGA,ORD,1907,2037,139
LGA,ORD,1929,2050,117
LGA,ORD,1820,1949,154
LGA,ORD,2051,2206,191
LGA,ORD,1815,1958,132
LGA,ORD,1815,1948,99
LGA,ORD,1814,1952,110
LGA,ORD,1816,1945,135
LGA,ORD,1831,2006,144
LGA,ORD,1821,2007,107
LGA,ORD,1808,2005,80
LGA,ORD,1829,2023,179
LGA,ORD,1813,2015,80
LGA,ORD,1821,2008,144
LGA,ORD,1854,2027,88
LGA,ORD,1829,2007,150
LGA,ORD,1810,1957,161
LGA,ORD,1858,2034,98
LGA,ORD,1841,2045,170
LGA,ORD,1834,2018,165
LGA,ORD,1828,2025,138
LGA,ORD,1931,2107,190
LGA,ORD,1824,1949,124
LGA,ORD,1908,2055,128
LGA,ORD,1920,2048,105
LGA,ORD,1843,2009,159
ORD,LGA,1649,1931,116
ORD,LGA,1659,1946,197
ORD,LGA,1709,2013,142
ORD,LGA,1646,1942,132
ORD,LGA,1649,1933,144
ORD,LGA,1643,1939,187
ORD,LGA,1645,1941,135
ORD,LGA,1644,1936,87
ORD,LGA,1648,1940,84
ORD,LGA,1649,1943,82
ORD,LGA,1647,1943,182
ORD,LGA,1651,1937,189
ORD,LGA,1722,2028,87
ORD,LGA,1641,1938,176
ORD,LGA,1644,1940,112
ORD,LGA,1646,1954,198
ORD,LGA,1646,1950,161
ORD,LGA,1648,1943,173
ORD,LGA,1723,2011,143
ORD,LGA,1647,1929,101
ORD,LGA,1725,2007,162
ORD,LGA,1718,2017,166
ORD,LGA,1814,2055,88
ORD,LGA,1701,2008,104
ORD,LGA,1708,2042,103
ORD,LGA,1653,1937,90
ORD,LGA,1650,1946,138
ORD,LGA,1713,2017,88
ORD,LGA,1749,2056,145
ORD,LGA,1810,2126,108
ORD,LGA,1431,1711,185
ORD,LGA,1538,1820,199
ORD,LGA,1542,1850,138
ORD,LGA,1443,1740,175
ORD,LGA,1425,1720,188
ORD,LGA,1423,1711,101
ORD,LGA,1427,1704,181
ORD,LGA,1427,1713,129
ORD,LGA,1457,1751,196
ORD,LGA,1428,1730,137
ORD,LGA,1424,1720,125
ORD,LGA,1451,1746,121
ORD,LGA,1430,1726,123
ORD,LGA,1442,1740,175
ORD,LGA,1430,1720,104
ORD,LGA,1437,1748,109
ORD,LGA,1427,1710,179
ORD,LGA,1426,1828,112
ORD,LGA,1448,1736,195
ORD,LGA,1451,1751,154
ORD,LGA,1439,1738,131
ORD,LGA,1456,1748,162
ORD,LGA,1455,1758,147
ORD,LGA,1440,1740,177
ORD,LGA,1445,1758,128
LGA,ORD,1916,2053,128
LGA,ORD,1954,2128,100
LGA,ORD,1916,2030,114
LGA,ORD,1916,2043,192
LGA,ORD,1915,2033,163
LGA,ORD,1911,2042,138
LGA,ORD,1917,2036,90
LGA,ORD,1929,2128,148
LGA,ORD,1917,2037,106
LGA,ORD,1915,2047,176
LGA,ORD,1930,2131,183
LGA,ORD,1914,2103,168
LGA,ORD,1914,2048,179
LGA,ORD,1915,2133,190
LGA,ORD,1929,2139,97
LGA,ORD,1916,2048,122
LGA,ORD,1919,2041,147
LGA,ORD,1911,2049,178
LGA,ORD,1919,2053,97
LGA,ORD,1918,2052,179
LGA,ORD,1948,2102,93
LGA,ORD,1926,2104,158
LGA,ORD,2022,2150,107
LGA,ORD,1916,2040,119
LGA,ORD,2019,2157,99
LGA,ORD,2011,2201,171
LGA,ORD,2037,2210,127
ORD,LGA,1531,1812,182
ORD,LGA,1624,1915,98
ORD,LGA,1538,1825,166
ORD,LGA,1526,1830,91
ORD,LGA,1657,1952,200
ORD,LGA,1528,1822,179
ORD,LGA,1532,1824,125
ORD,LGA,1545,1858,114
ORD,LGA,1530,1825,162
ORD,LGA,1538,1825,194
ORD,LGA,1550,1852,94
ORD,LGA,1531,1809,149
ORD,LGA,1526,1809,117
ORD,LGA,1525,1821,130
ORD,LGA,1533,1843,121
ORD,LGA,1527,1826,134
ORD,LGA,1527,1827,108
ORD,LGA,1530,1826,92
ORD,LGA,1526,1835,171
ORD,LGA,1539,1826,177
ORD,LGA,1540,1902,97
ORD,LGA,1537,1843,199
ORD,LGA,1641,1935,176
ORD,LGA,1545,1839,159
ORD,LGA,1530,1856,112
ORD,LGA,1536,1836,158
ORD,LGA,1642,1950,182
ORD,LGA,1328,1623,103
ORD,LGA,1345,1648,184
ORD,LGA,1347,1641,184
ORD,LGA,1326,1616,193
ORD,LGA,1351,1656,122
ORD,LGA,1326,1619,118
ORD,LGA,1332,1631,108
ORD,LGA,1331,1621,177
ORD,LGA,1331,1618,97
ORD,LGA,1332,1617,197
ORD,LGA,1356,1700,135
ORD,LGA,1334,1614,129
ORD,LGA,1333,1613,185
ORD,LGA,1333,1623,163
ORD,LGA,1341,1640,158
ORD,LGA,1331,1623,169
ORD,LGA,1331,1618,155
ORD,LGA,1331,1620,178
ORD,LGA,1411,1802,101
ORD,LGA,1337,1619,190
ORD,LGA,1330,1636,102
ORD,LGA,1336,1622,105
ORD,LGA,1334,1622,156
ORD,LGA,1359,1653,151
ORD,LGA,1339,1647,152
ORD,LGA,1348,1648,89
ORD,LGA,1439,1733,149
LGA,ORD,2030,2150,180
LGA,ORD,2041,2210,105
LGA,ORD,2044,2205,182
LGA,ORD,2035,2151,142
LGA,ORD,2035,2150,124
LGA,ORD,2034,2200,121
LGA,ORD,2029,2202,95
LGA,ORD,2041,2204,128
LGA,ORD,2044,2212,87
LGA,ORD,2042,2215,102
LGA,ORD,2107,2251,107
LGA,ORD,2030,2226,200
LGA,ORD,2035,2213,127
LGA,ORD,2039,2201,180
LGA,ORD,2043,2224,161
LGA,ORD,2040,2212,158
LGA,ORD,2032,2158,121
LGA,ORD,2051,2203,128
LGA,ORD,2044,2221,200
LGA,ORD,2124,2253,111
LGA,ORD,2043,2233,158
LGA,ORD,2143,2318,103
LGA,ORD,2038,2223,195
LGA,ORD,2040,2205,88
LGA,ORD,2053,2217,190
LGA,ORD,2131,2243,127
LGA,ORD,2201,2323,86
ORD,LGA,1220,1500,178
ORD,LGA,1229,1532,96
ORD,LGA,1233,1523,91
ORD,LGA,1231,1529,141
ORD,LGA,1219,1502,105
ORD,LGA,1219,1511,153
ORD,LGA,1221,1512,120
ORD,LGA,1221,1517,148
ORD,LGA,1218,1502,147
ORD,LGA,1227,1523,192
ORD,LGA,1222,1526,162
ORD,LGA,1226,1517,87
ORD,LGA,1244,1608,116
ORD,LGA,1221,1500,126
ORD,LGA,1235,1521,197
ORD,LGA,1309,1606,183
ORD,LGA,1228,1525,157
ORD,LGA,1227,1523,98
ORD,LGA,1222,1506,93
ORD,LGA,1359,1700,186
ORD,LGA,1230,1516,174
ORD,LGA,1222,1525,167
ORD,LGA,1226,1517,194
ORD,LGA,1221,1516,157
ORD,LGA,1224,1522,99
ORD,LGA,1218,1504,124
ORD,LGA,1226,1523,173
ORD,LGA,1222,1515,147
ORD,LGA,1237,1531,195
ORD,LGA,1322,1617,86
ORD,LGA,1239,1534,143
ORD,LGA,1105,1343,83
ORD,LGA,1107,1349,177
ORD,LGA,1111,1405,194
ORD,LGA,1106,1404,185
ORD,LGA,1144,1435,184
ORD,LGA,1110,1403,156
ORD,LGA,1105,1401,87
ORD,LGA,1105,1354,192
ORD,LGA,1109,1416,150
ORD,LGA,1109,1400,144
ORD,LGA,1111,1429,150
ORD,LGA,1113,1354,175
ORD,LGA,1126,1414,193
ORD,LGA,1109,1420,80
ORD,LGA,1116,1404,81
ORD,LGA,1134,1427,179
ORD,LGA,1108,1402,98
ORD,LGA,1110,1359,132
ORD,LGA,1112,1359,127
ORD,LGA,1118,1411,131
ORD,LGA,1108,1410,102
ORD,LGA,1129,1421,145
ORD,LGA,1108,1356,111
ORD,LGA,1108,1411,94
ORD,LGA,1111,1403,156
ORD,LGA,1110,1406,170
ORD,LGA,0930,1213,107
ORD,LGA,0921,1220,96
ORD,LGA,0911,1213,124
ORD,LGA,0925,1220,102
ORD,LGA,0940,1236,96
ORD,LGA,0919,1212,173
ORD,LGA,0909,1200,149
ORD,LGA,0911,1211,166
ORD,LGA,0911,1205,171
ORD,LGA,0937,1240,146
ORD,LGA,0918,1212,159
ORD,LGA,0916,1202,184
ORD,LGA,0948,1237,126
ORD,LGA,0911,1201,99
ORD,LGA,0918,1158,123
ORD,LGA,0910,1200,139
ORD,LGA,0911,1201,139
ORD,LGA,0913,1206,92
ORD,LGA,0926,1217,141
ORD,LGA,0915,1211,105
ORD,LGA,1008,1302,88
ORD,LGA,0913,1207,159
ORD,LGA,0913,1217,184
ORD,LGA,0911,1207,80
ORD,LGA,1030,1343,173
ORD,LGA,0751,1033,105
ORD,LGA,0723,1004,108
ORD,LGA,0750,1046,160
ORD,LGA,0722,1008,189
ORD,LGA,0720,1008,120
ORD,LGA,0720,1010,102
ORD,LGA,0724,1017,99
ORD,LGA,0816,1103,133
ORD,LGA,0725,1015,120
ORD,LGA,0724,1027,101
ORD,LGA,0721,1004,108
ORD,LGA,0728,1048,181
ORD,LGA,0724,1013,131
ORD,LGA,0728,1007,138
ORD,LGA,0726,1013,166
ORD,LGA,0724,1031,145
ORD,LGA,0723,1009,80
ORD,LGA,0724,1021,168
ORD,LGA,0721,1007,116
ORD,LGA,0721,1005,135
ORD,LGA,0730,1041,84
ORD,LGA,0722,1011,143
ORD,LGA,0723,1027,115
ORD,LGA,0738,1100,83
ORD,LGA,0727,1015,160
ORD,LGA,0722,1004,128
ORD,LGA,0720,1017,140
ORD,LGA,0733,1031,110
ORD,LGA,0728,1045,190
ORD,LGA,0839,1135,120
ORD,LGA,0646,0937,130
ORD,LGA,0719,1011,187
ORD,LGA,0819,1112,83
ORD,LGA,0643,0938,170
ORD,LGA,0640,0934,105
ORD,LGA,0600,0842,186
ORD,LGA,0600,0850,83
ORD,LGA,0559,0902,153
ORD,LGA,0551,0847,153
ORD,LGA,0602,0859,97
ORD,LGA,0554,0849,124
ORD,LGA,0555,0842,183
ORD,LGA,0555,0844,166
ORD,LGA,0557,0906,187
ORD,LGA,0558,0853,86
ORD,LGA,0555,0841,85
ORD,LGA,0555,0851,116
ORD,LGA,0553,0845,192
ORD,LGA,0606,0901,109
ORD,LGA,0555,0839,193
ORD,LGA,0605,0901,196
ORD,LGA,0556,0846,150
ORD,LGA,0559,0859,145
ORD,LGA,0628,0913,85
ORD,LGA,0555,0852,182
ORD,LGA,0556,0844,187
ORD,LGA,0558,0901,155
ORD,LGA,0602,0905,138
LGA,ORD,0558,0753,164
LGA,ORD,0603,0733,132
LGA,ORD,0600,0736,100
LGA,ORD,0606,0729,134
LGA,ORD,0603,0724,136
LGA,ORD,0605,0728,125
LGA,ORD,0554,0752,127
LGA,ORD,0555,0733,130
LGA,ORD,0557,0740,177
LGA,ORD,0555,0720,187
LGA,ORD,0556,0740,105
LGA,ORD,0555,0730,143
LGA,ORD,0643,0829,110
LGA,ORD,0600,0756,192
LGA,ORD,0555,0721,173
LGA,ORD,0559,0723,142
LGA,ORD,0552,0721,172
LGA,ORD,0555,0717,190
LGA,ORD,0558,0749,109
LGA,ORD,0625,0804,82
LGA,ORD,0553,0743,148
LGA,ORD,0555,0709,121
LGA,ORD,0601,0745,162
LGA,ORD,0554,0738,195
LGA,ORD,0555,0733,179
LGA,ORD,0554,0726,169
LGA,ORD,0629,0824,199
LGA,ORD,0634,0806,172
LGA,ORD,0854,1057,120
LGA,ORD,0637,0754,186
LGA,ORD,0639,0757,170
LGA,ORD,0625,0806,119
LGA,ORD,0634,0758,156
LGA,ORD,0703,0836,153
LGA,ORD,0625,0828,185
LGA,ORD,0625,0753,100
LGA,ORD,0627,0800,111
LGA,ORD,0636,0808,150
LGA,ORD,0626,0746,167
LGA,ORD,0629,0842,143
LGA,ORD,0626,0813,124
LGA,ORD,0658,0848,97
LGA,ORD,0628,0814,102
LGA,ORD,0628,0758,86
LGA,ORD,0628,0757,164
LGA,ORD,0635,0824,172
LGA,ORD,0626,0805,153
LGA,ORD,0627,0805,192
LGA,ORD,0626,0808,142
LGA,ORD,0636,0814,101
LGA,ORD,0625,0801,107
LGA,ORD,0639,0810,84
LGA,ORD,0624,0754,183
LGA,ORD,0628,0807,127
LGA,ORD,0629,0835,115
LGA,ORD,0629,0807,126
LGA,ORD,0626,0740,166
LGA,ORD,0656,0854,191
LGA,ORD,0700,0851,118
LGA,ORD,0909,1103,149
LGA,ORD,0741,0904,200
LGA,ORD,0659,0841,111
LGA,ORD,0657,0854,110
LGA,ORD,0655,0831,122
LGA,ORD,0654,0905,106
LGA,ORD,0700,0837,164
LGA,ORD,0654,0845,128
LGA,ORD,0655,0827,80
LGA,ORD,0655,0912,129
LGA,ORD,0651,0836,142
LGA,ORD,0704,0934,142
LGA,ORD,0653,0901,87
LGA,ORD,0651,0831,154
LGA,ORD,0655,0826,146
LGA,ORD,0653,0833,126
LGA,ORD,0652,0821,171
LGA,ORD,0652,0855,183
LGA,ORD,0652,0841,117
LGA,ORD,0656,0904,129
LGA,ORD,0649,0842,145
LGA,ORD,0657,0835,92
LGA,ORD,0659,0858,87
LGA,ORD,0651,0839,132
LGA,ORD,0739,0918,91
LGA,ORD,0738,0926,92
LGA,ORD,0944,1112,158
LGA,ORD,0752,0918,93
LGA,ORD,0739,0927,176
LGA,ORD,0740,0923,165
LGA,ORD,0740,0914,86
LGA,ORD,0741,0933,130
LGA,ORD,0738,0902,140
LGA,ORD,0739,0854,193
LGA,ORD,0737,0915,118
LGA,ORD,0748,0940,105
LGA,ORD,0744,0936,186
LGA,ORD,0750,0937,137
LGA,ORD,0737,0919,175
LGA,ORD,0739,0919,138
LGA,ORD,0738,0857,162
LGA,ORD,0740,0916,131
LGA,ORD,0740,0927,171
LGA,ORD,0740,0942,109
LGA,ORD,0750,0925,127
LGA,ORD,0743,0943,172
LGA,ORD,0736,0911,156
LGA,ORD,0743,0922,105
LGA,ORD,0738,0933,112
LGA,ORD,0750,1010,109
LGA,ORD,0740,0923,182
LGA,ORD,0830,1018,200
LGA,ORD,0825,0952,195
LGA,ORD,1014,1152,120
LGA,ORD,0837,1044,106
LGA,ORD,0828,0949,91
LGA,ORD,0824,0946,118
LGA,ORD,0825,1006,115
LGA,ORD,0823,0952,104
LGA,ORD,0831,1034,117
LGA,ORD,0822,0951,141
LGA,ORD,0823,1006,167
LGA,ORD,0828,0953,148
LGA,ORD,0823,0954,118
LGA,ORD,0827,1008,80
LGA,ORD,0829,1025,98
LGA,ORD,0902,1114,162
LGA,ORD,0825,1022,94
LGA,ORD,0826,1007,187
LGA,ORD,0826,0954,169
LGA,ORD,0824,0954,120
LGA,ORD,0821,1008,85
LGA,ORD,0829,1011,100
LGA,ORD,0824,1007,171
LGA,ORD,0823,0946,135
LGA,ORD,0823,1040,199
LGA,ORD,0822,0941,117
LGA,ORD,0823,0958,84
LGA,ORD,0829,1007,128
LGA,ORD,0909,1048,167
LGA,ORD,0841,1029,178
LGA,ORD,0828,1025,190
LGA,ORD,0940,1119,174
LGA,ORD,0945,1113,189
LGA,ORD,1014,1144,110
LGA,ORD,0946,1107,194
LGA,ORD,0942,1116,117
LGA,ORD,0951,1122,184
LGA,ORD,0945,1106,188
LGA,ORD,0942,1105,102
LGA,ORD,0939,1123,135
LGA,ORD,0939,1105,92
LGA,ORD,0941,1122,158
LGA,ORD,0937,1109,108
LGA,ORD,0939,1116,164
LGA,ORD,0943,1112,179
LGA,ORD,0943,1140,197
LGA,ORD,0941,1144,83
LGA,ORD,0938,1136,130
LGA,ORD,0953,1135,186
LGA,ORD,0944,1117,174
LGA,ORD,0938,1112,175
LGA,ORD,0942,1121,152
LGA,ORD,1110,1246,126
LGA,ORD,0938,1133,178
LGA,ORD,0942,1122,197
LGA,ORD,0956,1131,143
LGA,ORD,0943,1111,93
LGA,ORD,0946,1118,88
LGA,ORD,0951,1122,157
LGA,ORD,0940,1118,114
LGA,ORD,0939,1128,130
LGA,ORD,0943,1140,100
LGA,ORD,1037,1221,158
LGA,ORD,1110,1231,195
LGA,ORD,1305,1452,196
LGA,ORD,1024,1205,186
LGA,ORD,1030,1200,124
LGA,ORD,1130,1301,155
LGA,ORD,1124,1315,197
LGA,ORD,1134,1255,161
LGA,ORD,1116,1258,89
LGA,ORD,1123,1255,180
LGA,ORD,1123,1258,169
LGA,ORD,1122,1247,83
LGA,ORD,1146,1326,159
LGA,ORD,1119,1248,187
LGA,ORD,1119,1239,136
LGA,ORD,1117,1251,149
LGA,ORD,1130,1255,94
LGA,ORD,1122,1310,127
LGA,ORD,1124,1311,178
LGA,ORD,1126,1312,114
LGA,ORD,1122,1323,164
LGA,ORD,1123,1309,100
